A,B,C,D,E
RFSD08861,4038437360,19770955,1,Running
RFSD08862,4038437522,19770956,1,Running
RFSD08863,4038437365,19770957,1,Running
RFSD08864,4038430607,19770958,1,Running
RFSD08865,4038437382,19770959,1,Running
RFSD08866,4038430560,19770960,1,Running
RFSD08867,4038437385,19770961,1,Running
RFSD08868,4038437351,19770962,1,Running
RFSD08869,4038438889,19770963,1,Running
RFSD08870,4038438843,19770964,1,Running
RFSD08871,4038438883,19770965,1,Running
RFSD08872,4038437525,19770966,1,Running
RFSD08873,4038437299,19770967,1,Running
RFSD08874,4038430610,19770968,1,Running
RFSD08875,4038437361,19770969,1,Running
RFSD08876,4038437404,19770970,1,Running
RFSD08877,4038438869,19770971,1,Running
RFSD08878,4038437395,19770972,1,Running
RFSD08879,4038438885,19770973,1,Running
RFSD08880,4038437308,19770974,1,Running
RFSD08881,4038437380,19770975,1,Running
RFSD08883,4038438878,19770977,1,Running
RFSD08884,4038437370,19770978,1,Running
RFSD08885,4038438858,19770979,1,Running
RFSD08886,4038438722,19770980,1,Running
RFSD08887,4038438845,19770981,1,Running
RFSD08888,4038437321,19770982,1,Running
RFSD08889,4038437372,19770983,1,Running
RFSD08890,4038430574,19770984,1,Running
RFSD08891,4038437371,19770985,1,Running
RFSD08892,4038437349,19770986,1,Running
RFSD08893,4038438852,19770987,1,Running
RFSD08894,4038438863,19770988,1,Running
RFSD08895,4038438861,19770989,1,Running
RFSD08896,4038430591,19770990,1,Running
RFSD08897,4038437376,19770991,1,Running
RFSD08898,4038430609,19770992,1,Running
RFSD08899,4038430576,19770993,1,Running
RFSD08900,4038437350,19770994,1,Running
RFSD08901,4038437373,19770995,1,Running
RFSD08902,4038430563,19770996,1,Running
RFSD08903,4038437366,19770997,1,Running
RFSD08904,4038431655,19770998,1,Running
RFSD08905,4038438723,19770999,1,Running
RFSD08906,4038438876,19771000,1,Running
RFSD08907,4038438882,19771001,1,Running
RFSD08908,4038438842,19771002,1,Running
RFSD08909,4038438847,19771003,1,Running
RFSD08910,4038438709,19771004,1,Running
RFSD08912,4038437377,19771006,1,Running
RFSD08913,4038437391,19771007,1,Running
RFSD08914,4038437386,19771008,1,Running
RFSD08915,4038437364,19771009,1,Running
RFSD08916,4038438854,19771010,1,Running
RFSD08917,4032548109,19776368,1,Running
RFSD08918,4038437575,19771012,1,Running
RFSD08919,4038438714,19771013,1,Running
RFSD08920,4038437436,19771014,1,Running
RFSD08921,4038437451,19771015,1,Running
RFSD08922,4038437450,19771016,1,Running
RFSD08923,4038437446,19771017,1,Running
RFSD08924,4038438844,19771018,1,Running
RFSD08925,4038438864,19771019,1,Running
RFSD08926,4038437440,19771020,1,Running
RFSD08927,4038437442,19771021,1,Running
RFSD08928,4038430612,19771022,1,Running
RFSD08929,4038438884,19771023,1,Running
RFSD08930,4038438879,19771024,1,Running
RFSD08932,4038437290,19771026,1,Running
RFSD08933,4038437454,19771027,1,Running
RFSD08934,4038437449,19771028,1,Running
RFSD08935,4038437426,19771029,1,Running
RFSD08936,4038437433,19771030,1,Running
RFSD08937,4038437431,19771031,1,Running
RFSD08938,4038438902,19771032,1,Running
RFSD08939,4038437444,19771033,1,Running
RFSD08940,4038437455,19771034,1,Running
RFSD08941,4038437430,19771035,1,Running
RFSD08942,4038437439,19771036,1,Running
RFSD08943,4038437459,19771037,1,Running
RFSD08944,4038437447,19771038,1,Running
RFSD08945,4038438826,19773911,1,Running
RFSD08946,4038437425,19771040,1,Running
RFSD08947,4038437574,19771041,1,Running
RFSD08949,4038437434,19771043,1,Running
RFSD08950,4038437423,19771044,1,Running
RFSD08951,4038437435,19771045,1,Running
RFSD08952,4038437456,19771046,1,Running
RFSD08953,4038437448,19771047,1,Running
RFSD08954,4038437458,19771048,1,Running
RFSD08955,4038437452,19771049,1,Running
RFSD08956,4038437570,19771050,1,Running
RFSD08957,4038437576,19771051,1,Running
RFSD08958,4038437558,19771052,1,Running
RFSD08959,4038437559,19771053,1,Running
RFSD08960,4038437295,19771054,1,Running
RFSD08961,4038437552,19771055,1,Running
RFSD08962,4038437592,19771056,1,Running
RFSD08963,4038437571,19771057,1,Running
RFSD08964,4038438868,19771058,1,Running
RFSD08965,4038437583,19771059,1,Running
RFSD08967,4038437580,19771061,1,Running
RFSD08968,4038437566,19771062,1,Running
RFSD08969,4038437424,19771063,1,Running
RFSD08971,4038437445,19771065,1,Running
RFSD08972,4038437581,19771066,1,Running
RFSD08973,4038437596,19771067,1,Running
RFSD08974,4038437587,19771068,1,Running
RFSD08975,4038437585,19771069,1,Running
RFSD08976,4038437579,19771070,1,Running
RFSD08977,4038437572,19771071,1,Running
RFSD08978,4038437567,19771072,1,Running
RFSD08979,4038437553,19771073,1,Running
RFSD08980,4038437569,19771074,1,Running
RFSD08981,4038437578,19771075,1,Running
RFSD08982,4038437589,19771076,1,Running
RFSD08983,4038439966,19771077,1,Running
RFSD08984,4038437381,19771078,1,Running
RFSD08985,4038437595,19771079,1,Running
RFSD08986,4038437563,19771080,1,Running
RFSD08987,4038437577,19771081,1,Running
RFSD08988,4038438834,19771082,1,Running
RFSD08989,4038438720,19771083,1,Running
RFSD08990,4038437565,19771084,1,Running
RFSD08991,4038438968,19771085,1,Running
RFSD08992,4038438881,19771086,1,Running
RFSD08993,4038438961,19771087,1,Running
RFSD08994,4038438957,19771088,1,Running
RFSD08995,4038438967,19771089,1,Running
RFSD08996,4038438969,19771090,1,Running
RFSD08997,4038438955,19771091,1,Running
RFSD08998,4038438964,19771092,1,Running
RFSD08999,4038438958,19771093,1,Running
RFSD09000,4038437437,19771094,1,Running
RFSD09001,4038437561,19771095,1,Running
RFSD09002,4038438827,19771096,1,Running
RFSD09003,4038438963,19771097,1,Running
RFSD09004,4038441346,19771098,1,Running
RFSD09005,4038438793,19771099,1,Running
RFSD09006,4038438892,19771100,1,Running
RFSD09007,4038441189,19771101,1,Running
RFSD09008,4038437369,19771102,1,Running
RFSD09009,4038438900,19771103,1,Running
RFSD09010,4038438895,19771104,1,Running
RFSD09011,4038438914,19771105,1,Running
RFSD09012,4038438830,19771106,1,Running
RFSD09013,4038438835,19771107,1,Running
RFSD09014,4038438838,19771108,1,Running
RFSD09015,4038438962,19771109,1,Running
RFSD09016,4038438965,19771110,1,Running
RFSD09017,4038438832,19771111,1,Running
RFSD09018,4038438960,19771112,1,Running
RFSD09019,4038438602,19771113,1,Running
RFSD09020,4038438943,19771114,1,Running
RFSD09021,4038438828,19771115,1,Running
RFSD09022,4038438959,19771116,1,Running
RFSD09023,4038440195,19771117,1,Running
RFSD09025,4038438829,19771119,1,Running
RFSD09027,4038438855,19771121,1,Running
RFSD09028,4038438715,19771122,1,Running
RFSD09029,4038438870,19771123,1,Running
RFSD09031,4038438966,19771125,1,Running
RFSD09032,4038438712,19771126,1,Running
RFSD09033,4038440207,19771127,1,Running
RFSD09034,4038438891,19771128,1,Running
RFSD09035,4038440002,19771129,1,Running
RFSD09036,4038437362,19771130,1,Running
RFSD09037,4038438898,19771131,1,Running
RFSD09038,4038438795,19771132,1,Running
RFSD09039,4038438850,19771133,1,Running
RFSD09040,4038438903,19771134,1,Running
RFSD09041,4038438792,19771135,1,Running
RFSD09042,4038439615,19771136,1,Running
RFSD09043,4038439953,19771137,1,Running
RFSD09044,4038440185,19771138,1,Running
RFSD09045,4038438867,19771139,1,Running
RFSD09046,4038438910,19771140,1,Running
RFSD09047,4038438890,19771141,1,Running
RFSD09048,4038437352,19771142,1,Running
RFSD09049,4038438865,19771143,1,Running
RFSD09050,4038439629,19771144,1,Running
RFSD09051,4038437346,19771145,1,Running
RFSD09052,4038438866,19771146,1,Running
RFSD09053,4038440193,19771147,1,Running
RFSD09054,4038440212,19771148,1,Running
RFSD09055,4038438853,19771149,1,Running
RFSD09056,4038438791,19771150,1,Running
RFSD09057,4038438849,19771151,1,Running
RFSD09058,4038438880,19771152,1,Running
RFSD09059,4038438901,19771153,1,Running
RFSD09061,4038440188,19771155,1,Running
RFSD09062,4038440203,19771156,1,Running
RFSD09063,4038439961,19771157,1,Running
RFSD09064,4038440196,19771158,1,Running
RFSD09065,4038440197,19771159,1,Running
RFSD09066,4038440192,19771160,1,Running
RFSD09067,4038440173,19771161,1,Running
RFSD09068,4038440190,19771162,1,Running
RFSD09069,4038440200,19771163,1,Running
RFSD09070,4038440194,19771164,1,Running
RFSD09071,4038440184,19771165,1,Running
RFSD09072,4038440178,19771166,1,Running
RFSD09073,4038440176,19771167,1,Running
RFSD09074,4038440182,19771168,1,Running
RFSD09075,4038440179,19771169,1,Running
RFSD09076,4038437438,19771170,1,Running
RFSD09077,4038438911,19771171,1,Running
RFSD09078,4038440172,19771172,1,Running
RFSD09079,4038440174,19771173,1,Running
RFSD09080,4038437910,19771174,1,Running
RFSD09081,4038440175,19771175,1,Running
RFSD09082,4038440189,19771176,1,Running
RFSD09083,4038440177,19771177,1,Running
RFSD09084,4038438856,19771178,1,Running
RFSD09085,4038439938,19771179,1,Running
RFSD09086,4038439971,19771180,1,Running
RFSD09087,4038439212,19771181,1,Running
RFSD09088,4038437453,19771182,1,Running
RFSD09089,4038439952,19771183,1,Running
RFSD09090,4038439956,19771184,1,Running
RFSD09091,4038440180,19771185,1,Running
RFSD09092,4038438825,19771186,1,Running
RFSD09093,4038439948,19771187,1,Running
RFSD09094,4038439962,19771188,1,Running
RFSD09095,4038439747,19771189,1,Running
RFSD09096,4038438846,19771190,1,Running
RFSD09097,4038439972,19771191,1,Running
RFSD09098,4038439970,19771192,1,Running
RFSD09099,4038439959,19771193,1,Running
RFSD09100,4038437568,19771194,1,Running
RFSD09101,4038439958,19771195,1,Running
RFSD09102,4038439985,19771196,1,Running
RFSD09104,4038439957,19771198,1,Running
RFSD09105,4038439976,19771199,1,Running
RFSD09106,4038439943,19771200,1,Running
RFSD09107,4038439963,19771201,1,Running
RFSD09108,4038439955,19771202,1,Running
RFSD09109,4038439982,19771203,1,Running
RFSD09110,4038441208,19771204,1,Running
RFSD09111,4038440351,19771205,1,Running
RFSD09112,4038440003,19771206,1,Running
RFSD09113,4038439932,19771207,1,Running
RFSD09114,4038439937,19771208,1,Running
RFSD09115,4038441053,19771209,1,Running
RFSD09116,4038438956,19771210,1,Running
RFSD09117,4038439984,19771211,1,Running
RFSD09118,4038439994,19771212,1,Running
RFSD09119,4038439995,19771213,1,Running
RFSD09120,4038439998,19771214,1,Running
RFSD09121,4038439981,19771215,1,Running
RFSD09122,4038439974,19771216,1,Running
RFSD09123,4038439623,19771217,1,Running
RFSD09124,4038440187,19771218,1,Running
RFSD09125,4038439986,19771219,1,Running
RFSD09126,4038439997,19771220,1,Running
RFSD09127,4038440004,19771221,1,Running
RFSD09128,4038441212,19771222,1,Running
RFSD09129,4038439989,19771223,1,Running
RFSD09130,4038441206,19771224,1,Running
RFSD09131,4038441193,19771225,1,Running
RFSD09132,4038438912,19771226,1,Running
RFSD09133,4038440007,19771227,1,Running
RFSD09134,4038439978,19771228,1,Running
RFSD09135,4038439965,19771229,1,Running
RFSD09136,4038439964,19771230,1,Running
RFSD09137,4038438905,19771231,1,Running
RFSD09138,4038439979,19771232,1,Running
RFSD09139,4038441140,19771233,1,Running
RFSD09140,4038439999,19771234,1,Running
RFSD09141,4038439973,19771235,1,Running
RFSD09142,4038439996,19771236,1,Running
RFSD09143,4038439983,19771237,1,Running
RFSD09144,4038441200,19771238,1,Running
RFSD09146,4038441182,19771240,1,Running
RFSD09147,4038441221,19771241,1,Running
RFSD09148,4038440186,19771242,1,Running
RFSD09149,4038441207,19771243,1,Running
RFSD09150,4038441218,19771244,1,Running
RFSD09151,4038441191,19771245,1,Running
RFSD09152,4038439992,19771246,1,Running
RFSD09153,4038440008,19771247,1,Running
RFSD09154,4038440005,19771248,1,Running
RFSD09155,4038439594,19771249,1,Running
RFSD09156,4038441203,19771250,1,Running
RFSD09157,4038439850,19771251,1,Running
RFSD09158,4038441222,19771252,1,Running
RFSD09159,4038441209,19771253,1,Running
RFSD09160,4038439993,19771254,1,Running
RFSD09161,4038441224,19771255,1,Running
RFSD09162,4038441223,19771256,1,Running
RFSD09163,4038440909,19771257,1,Running
RFSD09165,4038441139,19771259,1,Running
RFSD09166,4038441216,19771260,1,Running
RFSD09168,4038439977,19771262,1,Running
RFSD09169,4038439846,19771263,1,Running
RFSD09170,4038441190,19771264,1,Running
RFSD09171,4038439835,19771265,1,Running
RFSD09172,4038441126,19771266,1,Running
RFSD09173,4038439987,19771267,1,Running
RFSD09175,4038441217,19771269,1,Running
RFSD09176,4038439832,19771270,1,Running
RFSD09177,4038439825,19771271,1,Running
RFSD09178,4038439717,19771272,1,Running
RFSD09179,4038439708,19771273,1,Running
RFSD09180,4038439942,19771274,1,Running
RFSD09181,4038439709,19771275,1,Running
RFSD09182,4038439831,19771276,1,Running
RFSD09184,4038439933,19771278,1,Running
RFSD09185,4038441205,19771279,1,Running
RFSD09186,4038439712,19771280,1,Running
RFSD09187,4038440922,19771281,1,Running
RFSD09188,4038441215,19771282,1,Running
RFSD09189,4038439849,19771283,1,Running
RFSD09190,4038439658,19771284,1,Running
RFSD09191,4038441202,19771285,1,Running
RFSD09192,4038441204,19771286,1,Running
RFSD09193,4038439830,19771287,1,Running
RFSD09196,4038440006,19771290,1,Running
RFSD09198,4038439851,19771292,1,Running
RFSD09199,4038439718,19771293,1,Running
RFSD09201,4038439616,19771295,1,Running
RFSD09202,4038439618,19771296,1,Running
RFSD09203,4038439659,19771297,1,Running
RFSD09204,4038439848,19771298,1,Running
RFSD09205,4038439656,19771299,1,Running
RFSD09206,4038439592,19771300,1,Running
RFSD09207,4038439823,19771301,1,Running
RFSD09208,4038439626,19771302,1,Running
RFSD09209,4038439568,19771303,1,Running
RFSD09210,4038440343,19771304,1,Running
RFSD09211,4038439590,19771305,1,Running
RFSD09212,4038441036,19771306,1,Running
RFSD09213,4038439988,19771307,1,Running
RFSD09214,4038440348,19771308,1,Running
RFSD09215,4038440911,19771309,1,Running
RFSD09217,4038439649,19771311,1,Running
RFSD09219,4038439669,19771313,1,Running
RFSD09220,4038439720,19771314,1,Running
RFSD09221,4038440827,19771315,1,Running
RFSD09222,4038439620,19771316,1,Running
RFSD09223,4038439621,19771317,1,Running
RFSD09224,4038439651,19771318,1,Running
RFSD09226,4038439631,19771320,1,Running
RFSD09227,4038439625,19771321,1,Running
RFSD09228,4038439322,19771322,1,Running
RFSD09229,4038439614,19771323,1,Running
RFSD09230,4038440912,19771324,1,Running
RFSD09231,4038440916,19771325,1,Running
RFSD09232,4038439740,19771326,1,Running
RFSD09233,4038440833,19771327,1,Running
RFSD09234,4038440360,19771328,1,Running
RFSD09235,4038440347,19771329,1,Running
RFSD09236,4038439613,19771330,1,Running
RFSD09237,4038440905,19771331,1,Running
RFSD09239,4038440930,19771333,1,Running
RFSD09240,4038440000,19771334,1,Running
RFSD09241,4038440834,19771335,1,Running
RFSD09242,4038440915,19771336,1,Running
RFSD09243,4038439628,19771337,1,Running
RFSD09245,4038439611,19771339,1,Running
RFSD09246,4038439624,19771340,1,Running
RFSD09247,4038440901,19771341,1,Running
RFSD09248,4038439968,19771342,1,Running
RFSD09249,4038440340,19771343,1,Running
RFSD09250,4038440350,19771344,1,Running
RFSD09251,4038440335,19771345,1,Running
RFSD09252,4038441188,19771346,1,Running
RFSD09253,4038440910,19771347,1,Running
RFSD09254,4038440920,19771348,1,Running
RFSD09255,4038440836,19771349,1,Running
RFSD09256,4038440842,19771350,1,Running
RFSD09257,4038440344,19771351,1,Running
RFSD09258,4038440929,19771352,1,Running
RFSD09259,4038439702,19771353,1,Running
RFSD09260,4038439829,19771354,1,Running
RFSD09261,4038440913,19771355,1,Running
RFSD09262,4038440925,19771356,1,Running
RFSD09263,4038440907,19771357,1,Running
RFSD09264,4038441185,19771358,1,Running
RFSD09265,4038440840,19771359,1,Running
RFSD09266,4038440362,19771360,1,Running
RFSD09267,4038439627,19771361,1,Running
RFSD09268,4038439716,19771362,1,Running
RFSD09269,4038440342,19771363,1,Running
RFSD09270,4038440839,19771364,1,Running
RFSD09271,4038440324,19771365,1,Running
RFSD09272,4038440333,19771366,1,Running
RFSD09273,4038440355,19771367,1,Running
RFSD09274,4038440345,19771368,1,Running
RFSD09275,4038440329,19771369,1,Running
RFSD09276,4038440917,19771370,1,Running
RFSD09277,4038440353,19771371,1,Running
RFSD09278,4038440337,19771372,1,Running
RFSD09279,4038440838,19771373,1,Running
RFSD09280,4038440908,19771374,1,Running
RFSD09281,4038439309,19771375,1,Running
RFSD09282,4038437542,19771376,1,Running
RFSD09283,4038440326,19771377,1,Running
RFSD09284,4038438906,19771378,1,Running
RFSD09285,4038440346,19771379,1,Running
RFSD09286,4038431661,19771380,1,Running
RFSD09287,4038441164,19771381,1,Running
RFSD09288,4038439617,19771382,1,Running
RFSD09289,4038438593,19771383,1,Running
RFSD09290,4038440894,19771384,1,Running
RFSD09291,4038430622,19771385,1,Running
RFSD09292,4038439313,19771386,1,Running
RFSD09293,4038437493,19771387,1,Running
RFSD09294,4038440361,19771388,1,Running
RFSD09295,4038440367,19771389,1,Running
RFSD09296,4038439828,19771390,1,Running
RFSD09297,4038429575,19771391,1,Running
RFSD09298,4038437631,19771392,1,Running
RFSD09299,4038430006,19771393,1,Running
RFSD09300,4038439991,19771394,1,Running
RFSD09301,4038439833,19771395,1,Running
RFSD09302,4038440359,19771396,1,Running
RFSD09303,4038440893,19771397,1,Running
RFSD09304,4038439650,19771398,1,Running
RFSD09305,4038440357,19771399,1,Running
RFSD09306,4038440349,19771400,1,Running
RFSD09307,4038431557,19771401,1,Running
RFSD09308,4038429970,19771402,1,Running
RFSD09309,4038440875,19771403,1,Running
RFSD09312,4038435981,19771406,1,Running
RFSD09313,4038440903,19771407,1,Running
RFSD09314,4038440898,19771408,1,Running
RFSD09315,4038440892,19771409,1,Running
RFSD09316,4038439660,19771410,1,Running
RFSD09317,4038440880,19771411,1,Running
RFSD09318,4038440900,19771412,1,Running
RFSD09319,4038440896,19771413,1,Running
RFSD09320,4038440339,19771414,1,Running
RFSD09322,4038440331,19771416,1,Running
RFSD09323,4038430945,19771417,1,Running
RFSD09324,4038439822,19771418,1,Running
RFSD09325,4038440899,19771419,1,Running
RFSD09326,4038440872,19771420,1,Running
RFSD09327,4038440902,19771421,1,Running
RFSD09328,4038440831,19771422,1,Running
RFSD09329,4038440874,19771423,1,Running
RFSD09330,4038440895,19771424,1,Running
RFSD09331,4038440860,19771425,1,Running
RFSD09332,4038441341,19771426,1,Running
RFSD09333,4038433398,19771427,1,Running
RFSD09334,4038440889,19771428,1,Running
RFSD09335,4038433409,19771429,1,Running
RFSD09336,4038431560,19771430,1,Running
RFSD09337,4038429571,19771431,1,Running
RFSD09338,4038433341,19771432,1,Running
RFSD09339,4038431795,19771433,1,Running
RFSD09340,4038440906,19771434,1,Running
RFSD09341,4038440888,19771435,1,Running
RFSD09342,4038440891,19771436,1,Running
RFSD09343,4038440878,19771437,1,Running
RFSD09344,4038440341,19771438,1,Running
RFSD09345,4038433311,19771439,1,Running
RFSD09346,4038433313,19771440,1,Running
RFSD09347,4038433344,19771441,1,Running
