A,B,C,D,E
RFSD12527,4042485532,19774659,1,Running
RFSD12528,4042478745,19774660,1,Running
RFSD12529,4042466333,19774661,1,Running
RFSD12530,4042464948,19774662,1,Running
RFSD12531,4042466331,19774663,1,Running
RFSD12532,4042485137,19774664,1,Running
RFSD12533,4042482140,19774665,1,Running
RFSD12534,4042485485,19774666,1,Running
RFSD12535,4042485471,19774667,1,Running
RFSD12536,4042483408,19774668,1,Running
RFSD12537,4042464846,19774669,1,Running
RFSD12538,4042464843,19774670,1,Running
RFSD12539,4042485560,19774671,1,Running
RFSD12540,4042465572,19774672,1,Running
RFSD12541,4042485459,19774673,1,Running
RFSD12542,4042464973,19774674,1,Running
RFSD12543,4042464935,19774675,1,Running
RFSD12544,4042485114,19774676,1,Running
RFSD12545,4042485634,19774677,1,Running
RFSD12546,4042485473,19774678,1,Running
RFSD12547,4042485529,19774679,1,Running
RFSD12548,4042483546,19774680,1,Running
RFSD12549,4042485483,19774681,1,Running
RFSD12550,4042486026,19774682,1,Running
RFSD12551,4042486032,19774683,1,Running
RFSD12552,4042485157,19774684,1,Running
RFSD12553,4042485492,19774685,1,Running
RFSD12554,4042485452,19774686,1,Running
RFSD12555,4042485571,19774687,1,Running
RFSD12556,4042478850,19774688,1,Running
RFSD12557,4042466301,19774689,1,Running
RFSD12558,4042466252,19774690,1,Running
RFSD12559,4042466316,19774691,1,Running
RFSD12560,4042485318,19774692,1,Running
RFSD12561,4042482093,19774693,1,Running
RFSD12562,4042485329,19774694,1,Running
RFSD12563,4042485326,19774695,1,Running
RFSD12564,4042485302,19774696,1,Running
RFSD12565,4042485199,19774697,1,Running
RFSD12566,4042485633,19774698,1,Running
RFSD12567,4042485469,19774699,1,Running
RFSD12568,4042465584,19774700,1,Running
RFSD12569,4042466296,19774701,1,Running
RFSD12570,4042485336,19774702,1,Running
RFSD12571,4042485191,19774703,1,Running
RFSD12572,4031170473,19774704,1,Running
RFSD12573,4042485072,19774705,1,Running
RFSD12574,4042485402,19774706,1,Running
RFSD12575,4042485637,19774707,1,Running
RFSD12577,4042486033,19774709,1,Running
RFSD12578,4042486039,19774710,1,Running
RFSD12579,4042485552,19774711,1,Running
RFSD12580,4042485400,19774712,1,Running
RFSD12581,4042464840,19774713,1,Running
RFSD12582,4042485197,19774714,1,Running
RFSD12583,4042485554,19774715,1,Running
RFSD12584,4042485422,19774716,1,Running
RFSD12585,4042485551,19774717,1,Running
RFSD12586,4042485438,19774718,1,Running
RFSD12587,4042485566,19774719,1,Running
RFSD12588,4042485617,19774720,1,Running
RFSD12589,4042485427,19774721,1,Running
RFSD12590,4042486027,19774722,1,Running
RFSD12591,4042485636,19774723,1,Running
RFSD12592,4042485419,19774724,1,Running
RFSD12593,4042485545,19774725,1,Running
RFSD12594,4042483628,19774726,1,Running
RFSD12595,4042485553,19774727,1,Running
RFSD12596,4042485920,19774728,1,Running
RFSD12597,4042466324,19774729,1,Running
RFSD12598,4042466345,19774730,1,Running
RFSD12599,4042484820,19774731,1,Running
RFSD12600,4042482032,19774732,1,Running
RFSD12601,4042466133,19774733,1,Running
RFSD12602,4042486031,19774734,1,Running
RFSD12603,4042485484,19774735,1,Running
RFSD12604,4042482092,19774736,1,Running
RFSD12605,4042466129,19774737,1,Running
RFSD12606,4042466335,19774738,1,Running
RFSD12607,4042466325,19774739,1,Running
RFSD12608,4042482152,19774740,1,Running
RFSD12609,4042485643,19774741,1,Running
RFSD12610,4042485936,19774742,1,Running
RFSD12611,4042485555,19774743,1,Running
RFSD12612,4042482017,19774744,1,Running
RFSD12613,4042482065,19774745,1,Running
RFSD12614,4042483499,19774746,1,Running
RFSD12615,4042482137,19774747,1,Running
RFSD12616,4042485474,19774748,1,Running
RFSD12618,4042485233,19774750,1,Running
RFSD12619,4042467149,19774751,1,Running
RFSD12624,4042482146,19774756,1,Running
RFSD12627,4042482172,19774759,1,Running
RFSD12630,4042483624,19774762,1,Running
RFSD12632,4042485531,19774764,1,Running
RFSD12635,4042484284,19774767,1,Running
RFSD12637,4042466128,19774769,1,Running
RFSD12640,4042485570,19774772,1,Running
RFSD12641,4042483348,19774773,1,Running
RFSD12642,4042483795,19774774,1,Running
RFSD12643,4042482119,19774775,1,Running
RFSD12644,4042466282,19774776,1,Running
RFSD12645,4042464921,19774777,1,Running
RFSD12648,4042483442,19774780,1,Running
RFSD12649,4042466321,19774781,1,Running
RFSD12650,4042466315,19774782,1,Running
RFSD12654,4042483549,19774786,1,Running
RFSD12656,4042482110,19774788,1,Running
RFSD12659,4042483148,19774791,1,Running
RFSD12675,4042483483,19774807,1,Running
RFSD12686,4042483658,19774818,1,Running
RFSD12691,4042481253,19774823,1,Running
RFSD12694,4042484818,19774826,1,Running
RFSD12698,4042483503,19774830,1,Running
RFSD12716,4032549005,19776374,1,Running
RFSD12718,4042482179,19774850,1,Running
RFSD12741,4042466308,19774873,1,Running
RFSD12742,4042485183,19774874,1,Running
RFSD12746,4042485557,19774878,1,Running
RFSD12747,4042486028,19774879,1,Running
RFSD12752,4042483380,19774884,1,Running
RFSD12753,4042483437,19774885,1,Running
RFSD12754,4042485353,19774886,1,Running
RFSD12755,4042485084,19774887,1,Running
RFSD12756,4042482020,19774888,1,Running
RFSD12760,4042482046,19774892,1,Running
RFSD12761,4042485538,19774893,1,Running
RFSD12762,4042465611,19774894,1,Running
RFSD12763,4042485537,19774895,1,Running
RFSD12769,4042465599,19774901,1,Running
RFSD12770,4042465595,19774902,1,Running
RFSD12771,4042465607,19774903,1,Running
RFSD12772,4042483134,19774904,1,Running
RFSD12773,4042485525,19774905,1,Running
RFSD12774,4042485454,19774906,1,Running
RFSD12775,4042485548,19774907,1,Running
RFSD12776,4042482174,19774908,1,Running
RFSD12777,4042482028,19774909,1,Running
RFSD12778,4042465641,19774910,1,Running
RFSD12779,4042482129,19774911,1,Running
RFSD12780,4042483621,19774912,1,Running
RFSD12781,4042465606,19774913,1,Running
RFSD12782,4042485461,19774914,1,Running
RFSD12783,4042483446,19774915,1,Running
RFSD12784,4042483523,19774916,1,Running
RFSD12785,4042485576,19774917,1,Running
RFSD12786,4042485464,19774918,1,Running
RFSD12787,4042485523,19774919,1,Running
RFSD12788,4042483536,19774920,1,Running
RFSD12789,4042483522,19774921,1,Running
RFSD12791,4042482068,19774923,1,Running
RFSD12792,4042483798,19774924,1,Running
RFSD12793,4042485455,19774925,1,Running
RFSD12794,4042485579,19774926,1,Running
RFSD12795,4042485533,19774927,1,Running
RFSD12796,4042466132,19774928,1,Running
RFSD12797,4042465598,19774929,1,Running
RFSD12798,4042485064,19774930,1,Running
RFSD12799,4042483541,19774931,1,Running
RFSD12800,4042484424,19774932,1,Running
RFSD12801,4042465610,19774933,1,Running
RFSD12802,4042465593,19774934,1,Running
RFSD12803,4042485357,19774935,1,Running
RFSD12804,4042484438,19774936,1,Running
RFSD12806,4042485256,19774938,1,Running
RFSD12807,4042465644,19774939,1,Running
RFSD12808,4042483189,19774940,1,Running
RFSD12809,4042482131,19774941,1,Running
RFSD12810,4042485071,19774942,1,Running
RFSD12811,4042483218,19774943,1,Running
RFSD12812,4042483535,19774944,1,Running
RFSD12813,4042485358,19774945,1,Running
RFSD12815,4042483228,19774947,1,Running
RFSD12816,4042481949,19774948,1,Running
RFSD12817,4042485069,19774949,1,Running
RFSD12818,4042485142,19774950,1,Running
RFSD12819,4042485066,19774951,1,Running
RFSD12820,4042483375,19774952,1,Running
RFSD12821,4042479941,19774953,1,Running
RFSD12822,4042482029,19774954,1,Running
RFSD12823,4042483382,19774955,1,Running
RFSD12824,4042482026,19774956,1,Running
RFSD12825,4042484833,19774957,1,Running
RFSD12826,4042483180,19774958,1,Running
RFSD12827,4042479491,19774959,1,Running
RFSD12828,4042483794,19774960,1,Running
RFSD12829,4042485388,19774961,1,Running
RFSD12830,4042483195,19774962,1,Running
RFSD12831,4042483181,19774963,1,Running
RFSD12832,4042483169,19774964,1,Running
RFSD12833,4042483168,19774965,1,Running
RFSD12834,4042483175,19774966,1,Running
RFSD12835,4042483171,19774967,1,Running
RFSD12836,4042485901,19774968,1,Running
RFSD12837,4042485607,19774969,1,Running
RFSD12838,4042485468,19774970,1,Running
RFSD12839,4042485575,19774971,1,Running
RFSD12840,4042478654,19774972,1,Running
RFSD12841,4042485599,19774973,1,Running
RFSD12842,4042485621,19774974,1,Running
RFSD12843,4042485597,19774975,1,Running
RFSD12844,4042483525,19774976,1,Running
RFSD12845,4042483602,19774977,1,Running
RFSD12846,4042485342,19774978,1,Running
RFSD12847,4042483616,19774979,1,Running
RFSD12848,4047768451,19776624,1,Running
RFSD12849,4042482057,19774981,1,Running
RFSD12850,4042485385,19774982,1,Running
RFSD12851,4042485356,19774983,1,Running
RFSD12852,4042483096,19774984,1,Running
RFSD12853,4042483239,19774985,1,Running
RFSD12854,4042483190,19774986,1,Running
RFSD12855,4042483141,19774987,1,Running
RFSD12856,4042483453,19774988,1,Running
RFSD12857,4042482067,19774989,1,Running
RFSD12858,4042483385,19774990,1,Running
RFSD12859,4042482075,19774991,1,Running
RFSD12860,4042478485,19774992,1,Running
RFSD12861,4042483617,19774993,1,Running
RFSD12862,4042483622,19774994,1,Running
RFSD12863,4042483384,19774995,1,Running
RFSD12864,4042483532,19774996,1,Running
RFSD12865,4042483802,19774997,1,Running
RFSD12866,4042484439,19774998,1,Running
RFSD12867,4042483788,19774999,1,Running
RFSD12868,4042482074,19775000,1,Running
RFSD12869,4042484834,19775001,1,Running
RFSD12870,4042484824,19775002,1,Running
RFSD12871,4042474002,19775003,1,Running
RFSD12872,4042483170,19775004,1,Running
RFSD12873,4042465619,19775005,1,Running
RFSD12874,4042474035,19775006,1,Running
RFSD12875,4042473447,19775007,1,Running
RFSD12876,4042482038,19775008,1,Running
RFSD12878,4042482084,19775010,1,Running
RFSD12879,4042482051,19775011,1,Running
RFSD12880,4042482177,19775012,1,Running
RFSD12881,4042483259,19775013,1,Running
RFSD12882,4042483789,19775014,1,Running
RFSD12883,4042485906,19775015,1,Running
RFSD12884,4042485457,19775016,1,Running
RFSD12885,4042486115,19775017,1,Running
RFSD12886,4042483113,19775018,1,Running
RFSD12887,4042485908,19775019,1,Running
RFSD12888,4042483451,19775020,1,Running
RFSD12889,4042483529,19775021,1,Running
RFSD12890,4042486045,19775022,1,Running
RFSD12891,4042486047,19775023,1,Running
RFSD12892,4042485543,19775024,1,Running
RFSD12893,4042483804,19775025,1,Running
RFSD12894,4042483373,19775026,1,Running
RFSD12895,4042483353,19775027,1,Running
RFSD12896,4042485542,19775028,1,Running
RFSD12897,4042486056,19775029,1,Running
RFSD12898,4042483790,19775030,1,Running
RFSD12899,4042486125,19775031,1,Running
RFSD12900,4042485060,19775032,1,Running
RFSD12901,4042486130,19775033,1,Running
RFSD12902,4042485475,19775034,1,Running
RFSD12903,4042486054,19775035,1,Running
RFSD12904,4042485559,19775036,1,Running
RFSD12905,4042486066,19775037,1,Running
RFSD12906,4042486043,19775038,1,Running
RFSD12907,4042485514,19775039,1,Running
RFSD12908,4042465587,19775040,1,Running
RFSD12910,4042485042,19775042,1,Running
RFSD12911,4042466337,19775043,1,Running
RFSD12912,4042483801,19775044,1,Running
RFSD12913,4042483799,19775045,1,Running
RFSD12914,4042484823,19775046,1,Running
RFSD12915,4042486055,19775047,1,Running
RFSD12916,4042482031,19775048,1,Running
RFSD12917,4042473673,19775049,1,Running
RFSD12918,4042485510,19775050,1,Running
RFSD12919,4042483119,19775051,1,Running
RFSD12920,4042482039,19775052,1,Running
RFSD12921,4042486128,19775053,1,Running
RFSD12923,4042486065,19775055,1,Running
RFSD12924,4042485481,19775056,1,Running
RFSD12925,4042486116,19775057,1,Running
RFSD12926,4042486122,19775058,1,Running
RFSD12927,4042486070,19775059,1,Running
RFSD12928,4042485574,19775060,1,Running
RFSD12929,4042486109,19775061,1,Running
RFSD12930,4042482059,19775062,1,Running
RFSD12931,4042486104,19775063,1,Running
RFSD12932,4042485188,19775064,1,Running
RFSD12933,4042484831,19775065,1,Running
RFSD12934,4042484433,19775066,1,Running
RFSD12935,4042483504,19775067,1,Running
RFSD12936,4042485648,19775068,1,Running
RFSD12937,4042483526,19775069,1,Running
RFSD12938,4042481311,19775070,1,Running
RFSD12939,4042482022,19775071,1,Running
RFSD12940,4042482043,19775072,1,Running
RFSD12941,4031162125,19775073,1,Running
RFSD12942,4042485442,19775074,1,Running
RFSD12943,4042485522,19775075,1,Running
RFSD12944,4042465597,19775076,1,Running
RFSD12945,4042473547,19775077,1,Running
RFSD12947,4042486037,19775079,1,Running
RFSD12948,4042474037,19775080,1,Running
RFSD12949,4042474014,19775081,1,Running
RFSD12950,4042465628,19775082,1,Running
RFSD12951,4042473466,19775083,1,Running
RFSD12952,4042465609,19775084,1,Running
RFSD12953,4042473445,19775085,1,Running
RFSD12954,4042473471,19775086,1,Running
RFSD12956,4042474046,19775088,1,Running
RFSD12957,4042485517,19775089,1,Running
RFSD12958,4042483707,19775090,1,Running
RFSD12959,4042473170,19775091,1,Running
RFSD12960,4042485536,19775092,1,Running
RFSD12961,4042473506,19775093,1,Running
RFSD12962,4042465623,19775094,1,Running
RFSD12963,4042473855,19775095,1,Running
RFSD12964,4042474004,19775096,1,Running
RFSD12965,4042465034,19775097,1,Running
RFSD12967,4042474008,19775099,1,Running
RFSD12968,4042483174,19775100,1,Running
RFSD12969,4042485376,19775101,1,Running
RFSD12970,4042479114,19775102,1,Running
RFSD12971,4042473862,19775103,1,Running
RFSD12972,4042485390,19775104,1,Running
RFSD12973,4042473430,19775105,1,Running
RFSD12974,4042473329,19775106,1,Running
RFSD12975,4042473173,19775107,1,Running
RFSD12976,4042483224,19775108,1,Running
RFSD12977,4042473419,19775109,1,Running
RFSD12978,4042474026,19775110,1,Running
RFSD12979,4042473469,19775111,1,Running
RFSD12980,4042485274,19775112,1,Running
RFSD12982,4042476562,19775114,1,Running
RFSD12983,4042473162,19775115,1,Running
RFSD12984,4042483194,19775116,1,Running
RFSD12985,4042474011,19775117,1,Running
RFSD12986,4042473416,19775118,1,Running
RFSD12987,4042473417,19775119,1,Running
RFSD12988,4042473487,19775120,1,Running
RFSD12990,4042474086,19775122,1,Running
RFSD12991,4042474003,19775123,1,Running
RFSD12992,4042483374,19775124,1,Running
RFSD12993,4042473677,19775125,1,Running
RFSD12994,4042473543,19775126,1,Running
RFSD12995,4042473178,19775127,1,Running
RFSD12996,4042482071,19775128,1,Running
RFSD12997,4042473179,19775129,1,Running
RFSD12998,4042473177,19775130,1,Running
RFSD12999,4042473683,19775131,1,Running
RFSD13000,4042483233,19775132,1,Running
RFSD13001,4042485561,19775133,1,Running
RFSD13002,4042473671,19775134,1,Running
RFSD13003,4042484822,19775135,1,Running
RFSD13005,4042473555,19775137,1,Running
RFSD13006,4042473660,19775138,1,Running
RFSD13007,4042473657,19775139,1,Running
RFSD13008,4042483800,19775140,1,Running
RFSD13009,4042473573,19775141,1,Running
RFSD13010,4042473669,19775142,1,Running
RFSD13011,4042473201,19775143,1,Running
RFSD13012,4042483793,19775144,1,Running
RFSD13013,4042473411,19775145,1,Running
RFSD13014,4042473670,19775146,1,Running
RFSD13015,4042473651,19775147,1,Running
RFSD13017,4042482050,19775149,1,Running
RFSD13018,4042473663,19775150,1,Running
RFSD13019,4042473636,19775151,1,Running
RFSD13020,4042486123,19775152,1,Running
RFSD13021,4042473397,19775153,1,Running
RFSD13022,4042474171,19775154,1,Running
RFSD13023,4042474167,19775155,1,Running
RFSD13024,4042485907,19775156,1,Running
RFSD13025,4042473574,19775157,1,Running
RFSD13027,4042474148,19775159,1,Running
RFSD13028,4042466307,19775160,1,Running
RFSD13034,4042483792,19775166,1,Running
RFSD13037,4042474178,19775169,1,Running
RFSD13043,4042474168,19775175,1,Running
RFSD13048,4042485912,19775180,1,Running
RFSD13049,4042473167,19775181,1,Running
RFSD13050,4042483229,19775182,1,Running
RFSD13051,4042473172,19775183,1,Running
RFSD13053,4042465063,19775185,1,Running
RFSD13055,4042465025,19775187,1,Running
RFSD13056,4042486131,19775188,1,Running
RFSD13057,4042474188,19775189,1,Running
RFSD13059,4042473402,19775191,1,Running
RFSD13060,4042478338,19775192,1,Running
RFSD13061,4042485479,19775193,1,Running
RFSD13062,4042483386,19775194,1,Running
RFSD13063,4042483394,19775195,1,Running
RFSD13065,4042464932,19775197,1,Running
RFSD13066,4042483236,19775198,1,Running
RFSD13067,4042465372,19775199,1,Running
RFSD13071,4042473336,19775203,1,Running
RFSD13077,4042482049,19775209,1,Running
RFSD13078,4042482080,19775210,1,Running
RFSD13096,4042482533,19775228,1,Running
RFSD13098,4042483178,19775230,1,Running
RFSD13108,4042474182,19775240,1,Running
RFSD13109,4042474193,19775241,1,Running
RFSD13110,4042464800,19775242,1,Running
RFSD13111,4042464962,19775243,1,Running
RFSD13112,4042486117,19775244,1,Running
RFSD13113,4042465048,19775245,1,Running
RFSD13114,4042483149,19775246,1,Running
RFSD13115,4042473404,19775247,1,Running
RFSD13123,4042473898,19775255,1,Running
RFSD13124,4042483261,19775256,1,Running
RFSD13125,4042476067,19775257,1,Running
RFSD13126,4042483520,19775258,1,Running
RFSD13127,4042485577,19775259,1,Running
RFSD13128,4042483519,19775260,1,Running
RFSD13130,4042482044,19775262,1,Running
RFSD13131,4042482048,19775263,1,Running
RFSD13132,4042483452,19775264,1,Running
RFSD13133,4042482058,19775265,1,Running
RFSD13134,4042479339,19775266,1,Running
RFSD13135,4042483589,19775267,1,Running
RFSD13136,4042473187,19775268,1,Running
RFSD13137,4042473976,19775269,1,Running
RFSD13138,4042464865,19775270,1,Running
RFSD13139,4042473910,19775271,1,Running
RFSD13140,4042473688,19775272,1,Running
RFSD13141,4042473998,19775273,1,Running
RFSD13142,4042473997,19775274,1,Running
RFSD13143,4042473923,19775275,1,Running
RFSD13144,4042474007,19775276,1,Running
RFSD13145,4042483107,19775277,1,Running
RFSD13146,4042473962,19775278,1,Running
RFSD13147,4042474005,19775279,1,Running
RFSD13148,4042474024,19775280,1,Running
RFSD13149,4042473977,19775281,1,Running
RFSD13150,4042474074,19775282,1,Running
RFSD13151,4042474016,19775283,1,Running
RFSD13152,4042474212,19775284,1,Running
RFSD13153,4042474374,19775285,1,Running
RFSD13154,4042474368,19775286,1,Running
RFSD13155,4042465285,19775287,1,Running
RFSD13166,4042474073,19775298,1,Running
RFSD13169,4042473999,19775301,1,Running
RFSD13170,4042474227,19775302,1,Running
RFSD13171,4042484832,19775303,1,Running
RFSD13172,4042473649,19775304,1,Running
RFSD13173,4042473957,19775305,1,Running
RFSD13174,4042474175,19775306,1,Running
RFSD13175,4042483235,19775307,1,Running
RFSD13176,4042473738,19775308,1,Running
RFSD13177,4042473981,19775309,1,Running
RFSD13178,4042474085,19775310,1,Running
RFSD13179,4042464964,19775311,1,Running
RFSD13180,4042473425,19775312,1,Running
RFSD13181,4042474189,19775313,1,Running
RFSD13182,4042473456,19775314,1,Running
RFSD13183,4042474040,19775315,1,Running
RFSD13189,4042474022,19775321,1,Running
RFSD13190,4042474020,19775322,1,Running
RFSD13191,4042473970,19775323,1,Running
RFSD13192,4042473473,19775324,1,Running
RFSD13193,4042465035,19775325,1,Running
RFSD13194,4042465185,19775326,1,Running
RFSD13195,4042465175,19775327,1,Running
RFSD13196,4042465062,19775328,1,Running
RFSD13197,4042465507,19775329,1,Running
RFSD13198,4042465169,19775330,1,Running
RFSD13199,4042465176,19775331,1,Running
RFSD13200,4042465041,19775332,1,Running
RFSD13201,4042465188,19775333,1,Running
RFSD13202,4042465187,19775334,1,Running
RFSD13203,4042465290,19775335,1,Running
RFSD13204,4042465061,19775336,1,Running
RFSD13211,4042465037,19775343,1,Running
RFSD13215,4042465039,19775347,1,Running
RFSD13218,4042465177,19775350,1,Running
RFSD13219,4042473979,19775351,1,Running
RFSD13220,4042485534,19775352,1,Running
RFSD13221,4042483803,19775353,1,Running
RFSD13222,4042482034,19775354,1,Running
RFSD13223,4042483625,19775355,1,Running
RFSD13224,4042482135,19775356,1,Running
RFSD13225,4042465596,19775357,1,Running
RFSD13226,4042482114,19775358,1,Running
RFSD13227,4042483450,19775359,1,Running
RFSD13228,4042484829,19775360,1,Running
RFSD13229,4042484816,19775361,1,Running
RFSD13230,4042465152,19775362,1,Running
RFSD13231,4042465314,19775363,1,Running
RFSD13232,4042465044,19775364,1,Running
RFSD13233,4042465193,19775365,1,Running
RFSD13234,4042465186,19775366,1,Running
RFSD13235,4042465197,19775367,1,Running
RFSD13236,4042485236,19775368,1,Running
RFSD13237,4042465335,19775369,1,Running
RFSD13238,4042465134,19775370,1,Running
RFSD13239,4042465313,19775371,1,Running
RFSD13241,4042465201,19775373,1,Running
RFSD13242,4042474191,19775374,1,Running
RFSD13243,4042465038,19775375,1,Running
RFSD13244,4042483165,19775376,1,Running
RFSD13245,4042465311,19775377,1,Running
RFSD13246,4042465218,19775378,1,Running
RFSD13247,4042464986,19775379,1,Running
RFSD13248,4042465393,19775380,1,Running
RFSD13249,4042485596,19775381,1,Running
RFSD13250,4042465283,19775382,1,Running
RFSD13251,4042465213,19775383,1,Running
RFSD13252,4042473184,19775384,1,Running
RFSD13253,4042473328,19775385,1,Running
RFSD13254,4042485378,19775386,1,Running
RFSD13255,4042485600,19775387,1,Running
RFSD13256,4042474184,19775388,1,Running
RFSD13257,4042465125,19775389,1,Running
RFSD13258,4042465133,19775390,1,Running
RFSD13259,4042465148,19775391,1,Running
RFSD13260,4042473304,19775392,1,Running
RFSD13261,4042485583,19775393,1,Running
RFSD13262,4042485488,19775394,1,Running
RFSD13263,4042485382,19775395,1,Running
RFSD13264,4042465012,19775396,1,Running
RFSD13265,4042464970,19775397,1,Running
RFSD13266,4042473771,19775398,1,Running
RFSD13267,4042473966,19775399,1,Running
RFSD13268,4042474214,19775400,1,Running
RFSD13269,4042473211,19775401,1,Running
RFSD13270,4042485373,19775402,1,Running
RFSD13271,4042485386,19775403,1,Running
RFSD13272,4042465135,19775404,1,Running
RFSD13273,4042485383,19775405,1,Running
RFSD13274,4042465132,19775406,1,Running
RFSD13275,4042465258,19775407,1,Running
RFSD13276,4042464967,19775408,1,Running
RFSD13277,4042465138,19775409,1,Running
RFSD13278,4042485487,19775410,1,Running
RFSD13280,4042474018,19775412,1,Running
RFSD13281,4042485075,19775413,1,Running
RFSD13282,4042485375,19775414,1,Running
RFSD13283,4042485392,19775415,1,Running
RFSD13284,4042464994,19775416,1,Running
RFSD13285,4042485380,19775417,1,Running
RFSD13286,4042485372,19775418,1,Running
RFSD13287,4042473215,19775419,1,Running
RFSD13288,4042474094,19775420,1,Running
RFSD13289,4042473507,19775421,1,Running
RFSD13290,4042485384,19775422,1,Running
RFSD13291,4042473508,19775423,1,Running
RFSD13292,4042465171,19775424,1,Running
RFSD13293,4042485379,19775425,1,Running
RFSD13294,4042485587,19775426,1,Running
RFSD13295,4042485369,19775427,1,Running
RFSD13296,4042465136,19775428,1,Running
RFSD13297,4042485589,19775429,1,Running
RFSD13298,4042485370,19775430,1,Running
RFSD13299,4042485594,19775431,1,Running
RFSD13300,4042473953,19775432,1,Running
RFSD13301,4042473971,19775433,1,Running
RFSD13302,4042473863,19775434,1,Running
RFSD13303,4042473661,19775435,1,Running
RFSD13304,4042474367,19775436,1,Running
RFSD13305,4042473553,19775437,1,Running
RFSD13306,4042474099,19775438,1,Running
RFSD13307,4042473754,19775439,1,Running
RFSD13308,4042474010,19775440,1,Running
RFSD13309,4042465339,19775441,1,Running
RFSD13310,4042473501,19775442,1,Running
RFSD13311,4042465352,19775443,1,Running
RFSD13312,4042465016,19775444,1,Running
RFSD13313,4042464977,19775445,1,Running
RFSD13314,4042465690,19775446,1,Running
RFSD13315,4042473422,19775447,1,Running
RFSD13316,4042474378,19775448,1,Running
RFSD13317,4042485377,19775449,1,Running
RFSD13318,4042486044,19775450,1,Running
RFSD13319,4042465492,19775451,1,Running
RFSD13327,4042465348,19775459,1,Running
RFSD13328,4042474166,19775460,1,Running
RFSD13329,4042465130,19775461,1,Running
RFSD13330,4042465368,19775462,1,Running
RFSD13331,4042464824,19775463,1,Running
RFSD13335,4042465153,19775467,1,Running
RFSD13336,4042473955,19775468,1,Running
RFSD13340,4042465340,19775472,1,Running
RFSD13344,4042465288,19775476,1,Running
RFSD13345,4042465065,19775477,1,Running
RFSD13349,4042465155,19775481,1,Running
RFSD13350,4042465064,19775482,1,Running
RFSD13353,4042465026,19775485,1,Running
RFSD13354,4042465127,19775486,1,Running
RFSD13355,4042473496,19775487,1,Running
RFSD13356,4042465226,19775488,1,Running
RFSD13364,4042465192,19775496,1,Running
RFSD13368,4042465202,19775500,1,Running
RFSD13369,4042465542,19775501,1,Running
RFSD13370,4042465040,19775502,1,Running
RFSD13371,4042465856,19775503,1,Running
RFSD13374,4042465977,19775506,1,Running
RFSD13376,4042465262,19775508,1,Running
RFSD13380,4042465242,19775512,1,Running
RFSD13382,4042464990,19775514,1,Running
RFSD13385,4042474203,19775517,1,Running
RFSD13392,4042465281,19775524,1,Running
RFSD13393,4042465116,19775525,1,Running
RFSD13400,4042473489,19775532,1,Running
RFSD13402,4042465975,19775534,1,Running
RFSD13405,4042465879,19775537,1,Running
RFSD13406,4042465100,19775538,1,Running
RFSD13408,4042485466,19775540,1,Running
RFSD13409,4042465085,19775541,1,Running
RFSD13410,4042465250,19775542,1,Running
RFSD13411,4042465057,19775543,1,Running
RFSD13413,4042465359,19775545,1,Running
RFSD13414,4042465980,19775546,1,Running
RFSD13417,4042465078,19775549,1,Running
RFSD13418,4042465067,19775550,1,Running
RFSD13420,4042465973,19775552,1,Running
RFSD13421,4042465969,19775553,1,Running
RFSD13422,4042474199,19775554,1,Running
RFSD13423,4042465870,19775555,1,Running
RFSD13424,4042485588,19775556,1,Running
RFSD13425,4042465972,19775557,1,Running
RFSD13426,4042465963,19775558,1,Running
RFSD13427,4042465417,19775559,1,Running
RFSD13428,4042485044,19775560,1,Running
RFSD13429,4042465271,19775561,1,Running
RFSD13430,4042465082,19775562,1,Running
RFSD13431,4042465070,19775563,1,Running
RFSD13432,4042474103,19775564,1,Running
RFSD13433,4042465801,19775565,1,Running
RFSD13434,4042465523,19775566,1,Running
RFSD13435,4042465902,19775567,1,Running
RFSD13436,4042473212,19775568,1,Running
RFSD13437,4042465782,19775569,1,Running
RFSD13438,4042465918,19775570,1,Running
RFSD13439,4042465778,19775571,1,Running
RFSD13447,4042465890,19775579,1,Running
RFSD13448,4042465367,19775580,1,Running
RFSD13449,4042465534,19775581,1,Running
RFSD13450,4042465432,19775582,1,Running
RFSD13451,4042465221,19775583,1,Running
RFSD13452,4042464784,19775584,1,Running
RFSD13453,4042465517,19775585,1,Running
RFSD13454,4042465235,19775586,1,Running
RFSD13455,4042465388,19775587,1,Running
RFSD13456,4042473725,19775588,1,Running
RFSD13457,4042465222,19775589,1,Running
RFSD13458,4042465248,19775590,1,Running
RFSD13459,4042465422,19775591,1,Running
RFSD13461,4042465546,19775593,1,Running
RFSD13462,4042465424,19775594,1,Running
RFSD13463,4042465437,19775595,1,Running
RFSD13464,4042485527,19775596,1,Running
RFSD13465,4042465526,19775597,1,Running
RFSD13466,4042465362,19775598,1,Running
RFSD13467,4042465475,19775599,1,Running
RFSD13468,4042465046,19775600,1,Running
RFSD13469,4042465476,19775601,1,Running
RFSD13470,4042465360,19775602,1,Running
RFSD13471,4042464697,19775603,1,Running
RFSD13472,4042465528,19775604,1,Running
RFSD13473,4042465547,19775605,1,Running
RFSD13474,4042465798,19775606,1,Running
RFSD13475,4042465427,19775607,1,Running
RFSD13476,4042473195,19775608,1,Running
RFSD13477,4042465236,19775609,1,Running
RFSD13478,4042465479,19775610,1,Running
RFSD13479,4042473224,19775611,1,Running
RFSD13481,4042464776,19775613,1,Running
