"Meter","Serial Number","Status","Address","City","Cycle","Collector","Service Latitude","Service Longitude","Module FW","Meter FW","Layer","LAst Billable","Hardware Model ID","DCW","Last Path"
"168099028","4029713143","Normal","2959 HWY 106-CHICOT","ST LANDRY","09","ST LANDRY MW GAP",30.844312,-92.284068,"251284-09.18","05.37",2,28-MAR-19,65563,"2001.09.15","2155070516,2155074544,4029713143"
"168149797","4029887371","Normal","460 CLEAR LAKE","MANY","02","ZWOLLE GAP",31.406095,-93.625077,"251284-09.18","05.37",7,08-APR-19,65563,"2001.09.15","2155075654,2155077672,2155077467,2155077286,4036759149,4036648180,4046706745,4029948221,4042569526,4036644107,4030197096,4042417534,4030243022,2155077208,4030243015,4029887398,4029887371"
"168152336","4029893581","Normal","1087 SHORELINE DR","LEESVILLE","09","ZWOLLE GAP",31.261095,-93.582348,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155077257,4029893581"
"168151289","4029892248","Normal","867 SHORELINE DR","LEESVILLE","9","Old RAW LAND 62 GAP",31.258907,-93.582602,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155227859,2155077833,4029892248"
"168034276","1343055388","Normal","11312 HWY 28 W-NURSERY","ALEXANDRIA","13","HINESTON",31.254635,-92.786288,"251581-08.08","05.34",10,19-APR-18,65562,"1F0D.08.06","2155078051,2155073914,4030423509,4029520567,1343055388"
"168015200","4029720247","Normal","464 HIGHWAY 1179 SHED","COTTONPORT","03","SOUTH COTTONPORT GAP",30.941863,-92.019997,"251284-09.18","05.37",3,04-APR-19,65563,"2001.09.15","2155070497,2155074995,4029720247"
"168092901","4029722679","Normal","EVERGREEN HWY","EVERGREEN","04","SOUTH COTTONPORT GAP",30.95728,-92.109763,"251284-09.18","05.37",2,07-APR-19,65563,"2001.09.15","2155070497,2155074960,4029722679"
"168114984","4029806855","Normal","1411 E BRYANT RD","CENTERPOINT","12","RUBY GAP",31.299823,-92.196785,"251284-09.18","05.37",5,10-MAR-19,65563,"2001.09.15","2155038756,2155036633,2155036628,2155837578,2155074065,2155080101,2155074268,4029723121,2155080018,4029802345,4042121804,4029806855"
"168142364","4029909147","Normal","200 KATHY MEADOWS LN APT 3","CROWLEY","10","JACOB STREET",30.214075,-92.390873,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155073545,4036644721,4029909147"
"168096861","4029717175","Normal","538 LAKE PEARL RD","HESSMER","12","MANSURA INDUSTRIAL",31.038338,-92.122643,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155073634,2155075303,2155075170,4029800052,4029717175"
"168141812","4029909243","Normal","750 TATE","EUNICE","05","EUSC RADIO TOWER",30.50062,-92.42349,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155073628,4029897189,4029909243"
"168145369","4036639479","Normal","206 N TWELFTH ST","KINDER","01","Kinder Gap",30.484167,-92.844783,"251284-09.18","05.37",1,01-MAR-19,65563,"2001.08.06","2155226735,4036639479"
"168139797","4029900192","Normal","220 E SUMMERFIELD LOOP","PEARL RIVER","6","PEARL RIVER",30.34271,-89.73425,"251284-09.18","05.37",3,06-APR-19,65563,"2001.09.15","2155234984,2155080691,4036774555,4029900192"
"168119688","4036650480","Normal","77 LOCH NESS RD 2","MANY","03","Raw Land 62 Gap",31.375423,-93.619292,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155238666,2155077257,2155076360,2155077456,2155080017,4029893126,4036657056,4036650480"
"168109663","4029803593","Normal","753 ROSALIE ST","NEW IBERIA","05","HWY 675 _JEFF ISLAND",30.009967,-91.836661,"251284-09.18","05.37",3,21-FEB-19,65563,"2001.09.15","2155073539,4031852646,4030141485,4029803593"
"168112093","4029803434","Normal","119 SAINT THOMAS CIR","FLORIEN","13","ZWOLLE GAP",31.27183,-93.57799,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155227859,4036762464,4029803434"
"168121719","4036641727","Normal","1507 PIRATES CV LOT 23","FLORIEN","13","ELIZABETH GAP",31.27926,-93.571488,"251284-09.18","05.37",8,08-APR-19,65563,"2001.09.15","2155227859,4036648211,4036641727"
"168120652","4036636887","Normal","111 GILBERT BAY DR","MANY","13","OAKDALE MW",31.328338,-93.602355,"251284-09.18","05.37",5,07-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,4029943781,4036641798,4036636887"
"168115871","4036634823","Normal","278 TORO BAY DR","FLORIEN","13","Old RAW LAND 62 GAP",31.283525,-93.573863,"251284-09.18","05.37",7,08-APR-19,65563,"2001.09.15","2155227859,4036650189,4036634823"
"168121080","4036641785","Normal","341 OAK BLUFF DR","MANY","14","ZWOLLE GAP",31.356052,-93.616098,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077313,4036641785"
"168121791","4036650147","Normal","168 CHARZANNE DR LOT 25","FLORIEN","13","Old RAW LAND 62 GAP",31.281145,-93.570235,"251284-09.18","05.37",8,08-APR-19,65563,"2001.09.15","2155227859,4036642455,4036650147"
"168115823","4036643862","Normal","152 BILLY BONES DR TRLR","FLORIEN","13","Raw Land 62 Gap",31.278612,-93.569173,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155070492,2155077833,2155237384,4036639362,4036649320,4036637613,4036655779,4036643862"
"168120685","4036637607","Normal","23 ROLAND RD SHOP","MANY","13","ELIZABETH GAP",31.328272,-93.602625,"251284-09.18","05.37",4,07-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,4036637366,4036637607"
"168121716","4036634026","Normal","1507 PIRATES COVE ST LOT 25","MANY","13","Raw Land 62 Gap",31.279055,-93.571268,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4029949215,4032211560,4029955576,4036634026"
"168063424","4029586707","Normal","28 J NUGENT RD 6","DEVILLE","15","ESLER FIELD",31.421235,-92.235262,"251284-09.18","05.37",7,13-MAR-19,65563,"2001.09.15","2155077941,2155073958,2155077689,4029581052,4029586707"
"168110318","4029804193","Normal","8466 HWY 112 2","ALEXANDRIA","14","HINESTON",31.083875,-92.760428,"251284-09.18","05.37",4,26-MAR-19,65563,"2001.09.15","2155078018,2155074174,4029804193"
"168119065","4036649917","Normal","189 COOKS LDG RD","MANY","13","ZWOLLE GAP",31.347193,-93.613988,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076336,2155077500,4036649917"
"168119631","4036642428","Normal","1567 CARIBBEAN DR 1","FLORIEN","13","ELIZABETH GAP",31.280032,-93.574598,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,4036642428"
"168101707","4029714780","Normal","542 GRISVILLE LN","COTTONPORT","03","SOUTH COTTONPORT GAP",30.928227,-92.008735,"251284-09.18","05.37",4,10-MAR-19,65563,"2001.09.15","2155070497,2155074976,4029799218,4030498917,4029714780"
"168105913","4029808753","Lost","758 OPEN BAYOU HSE B RD 2","DEVILLE","08","EFFIE",31.332873,-92.09622,"251284-09.18","05.37",5,26-FEB-19,65563,"2001.09.15","2155038767,2155040128,2155074119,2155074337,2155040376,4029808753"
"168108501","4029803917","Normal","108 HARPER","ALEXANDRIA","14","HINESTON",31.136137,-92.725215,"251284-09.18","05.37",2,09-APR-19,65563,"2001.09.15","2155078009,2155074162,4029803917"
"168106504","4029882188","Normal","1075 BEARCAT RD","BASILE","02","Basile Gap",30.478087,-92.60558,"251284-09.18","05.37",3,21-MAR-19,65563,"2001.09.15","2155070490,2155075411,4029882188"
"168134792","4029902518","Normal","910 LINCOLN ST","OAKDALE","06","OAKDALE MW",30.805843,-92.651347,"251284-09.18","05.37",8,22-MAR-19,65563,"2001.09.15","2155078033,2155786167,4032015948,4029885430,4029902518"
"168130569","4029904036","Normal","400 PRESLEY ST","OAKDALE","07","OAKDALE MW",30.818473,-92.668113,"251284-09.18","05.37",3,20-FEB-19,65563,"2001.09.15","2155078024,4036759329,4036636147,4029904036"
"168108172","4029882505","Normal","812 S EASTERN AVE","CROWLEY","03","JACOB STREET",30.204105,-92.363095,"251284-09.18","05.37",5,11-MAR-19,65563,"2001.09.15","2155073545,2155073456,4030176756,4032959010,4029882505"
"168142517","4029908981","Normal","2827 SAVOY ST","BASILE","01","Basile Gap",30.481975,-92.596883,"251284-09.18","05.37",3,21-MAR-19,65563,"2001.09.15","2155070490,4045282167,4029908981"
"168101518","4029733652","Normal","304 DEJEAN CIR","CROWLEY","03","JACOB STREET",30.20999,-92.397003,"251284-09.18","05.37",1,06-APR-19,65563,"2001.09.15","2155073543,4029733652"
"168138196","1343890961","Normal","DUCK LAKE","PATTERSON","3","RL66",29.78919,-91.32831,"251581-09.18","05.36",1,14-MAR-19,65562,"1F0D.09.15","2155075717,1343890961"
"168143257","4029911348","Normal","3033 HIGHWAY 383","KINDER","1","Kinder Gap",30.46762,-92.94787,"251284-09.18","05.37",7,13-MAR-19,65563,"2001.08.06","2155226735,4029903026,2155074278,2155075364,2155075487,4029896259,4029911348"
"168160996","4029907910","Normal","330 APRIL DRIVE TRLR","FLORIEN","9","EAST LEESVILLE",31.26217,-93.5872,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155227859,2155077257,4029907910"
"168153111","4029889563","Normal","506 CROOKED 2","DERIDDER","02","RL 56",30.839535,-93.34062,"251284-09.18","05.37",4,02-APR-19,65563,"2001.09.15","2155074515,2155077735,2155075476,2155074777,4029889563"
"168123497","4036645600","Normal","1174 W 14TH ST","CROWLEY","10","JACOB STREET",30.217387,-92.392163,"251284-09.18","05.37",3,07-APR-19,65563,"2001.09.15","2155073545,4032101791,4036645600"
"168142670","4029908815","Normal","119 E NORTH LOOP","OAKDALE","8","OAKDALE MW",30.837867,-92.663053,"251284-09.18","05.37",4,12-MAR-19,65563,"2001.09.15","2155078024,2155075118,4036635440,4029948736,1343893840,1343893714,4029905470,4029908815"
"168148286","4029887606","Normal","448 GRESSETT ST","DERIDDER","11","RL 56",30.839603,-93.342787,"251284-09.18","05.37",4,08-MAR-19,65563,"2001.09.15","2155074515,2155077735,2155075455,4029887606"
"168122920","4036647213","Normal","141 ST JOHN 58","FLORIEN","13","Old RAW LAND 62 GAP",31.27638,-93.57837,"251284-09.18","05.37",1,08-APR-19,65563,"2001.09.15","2155227859,4029958434,4036647213"
"168156419","4029954209","Normal","1237 WANDA ACRES DR","MANY","02","MANY GAP",31.402338,-93.635653,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155080033,4029952276,4029973285,4036652020,4029954494,4029954209"
"168100897","4029797164","Normal","404 BORDELON RD 1","HESSMER","12","LLOYDS BRIDGE GAP",31.030867,-92.165825,"251284-09.18","05.37",3,21-FEB-19,65563,"2001.09.15","2155073531,2155075223,2155075451,4029797164"
"168157662","4036652351","Normal","281 VIRGINIA LN LA476","MANY","03","ZWOLLE GAP",31.396417,-93.6351,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155080033,4036652358,4036652330,4036652351"
"168166907","4029949142","Normal","502 DARWIN ST","VILLE PLATTE","08","VILLE PLATTE MW",30.691717,-92.296213,"251284-09.18","05.37",3,23-FEB-19,65563,"2001.09.15","2155073641,2155075060,4036651609,4029949142"
"168158785","4029949952","Normal","39 IRONWOOD ST LA191","MANY","01","ZWOLLE GAP",31.42028,-93.667137,"251284-09.18","05.37",11,08-APR-19,65563,"2001.09.15","2155074534,1343084382,2155077589,2155077670,2155077596,2155077208,2155077356,4029924024,4029949952"
"168153646","4036652748","Normal","528 FOXCROFT RD","MANY","2","ELIZABETH GAP",31.393122,-93.624678,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,2155077500,2155077742,2155080033,4029954375,4036652748"
"168156427","4029954494","Normal","249 MITCHELL DR","MANY","02","TOLEDO BEND GAP",31.39999,-93.634418,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155080033,4029952276,4029973285,4036652020,4029954494"
"168148138","4029888039","Normal","909 N GLADYS ST","LEESVILLE","08","EAST LEESVILLE",31.150722,-93.27062,"251284-09.18","05.37",4,19-MAR-19,65563,"2001.09.15","2155073638,4029887568,4029885708,4029888039"
"168164304","4029947484","Normal","1415 HOLLY ST","MAMOU","12","PINE PRAIRIE GAP",30.778862,-92.42115,"251284-09.18","05.37",3,13-FEB-19,65563,"2001.09.15","2155070461,2155074924,4029901383,4029947484"
"168160556","4029907179","Normal","612 4TH ST","MAMOU","10","MANUEL ",30.632828,-92.421715,"251284-09.18","05.37",4,11-MAR-19,65563,"2001.08.06","2155078060,2155075186,1343885286,4029734814,4029907179"
"168151160","4029890391","Normal","400 PARK PLACE APT 9A","DEQUINCY","14","PENTON ROAD",30.453525,-93.435403,"251284-09.18","05.37",5,22-MAR-19,65563,"2001.09.15","2155073551,2155237391,2155074847,4029890391"
"168123587","4036647675","Normal","323 MIKE ST 1","MANY","13","ZWOLLE GAP",31.361352,-93.637538,"251284-09.18","05.37",7,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155077405,4029892977,4036647675"
"168160869","4029908424","Normal","607 EDWARD KNOTOE ST","VILLE PLATTE","09","VILLE PLATTE MW",30.684793,-92.282932,"251284-09.18","05.37",4,17-FEB-19,65563,"2001.09.15","2155073642,4036636175,4029909022,4029908424"
"168167539","4029956061","Normal","1315 CARRIBEAN DR","MANY","13","Raw Land 62 Gap",31.279998,-93.569167,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155227859,4036655865,4029956061"
"168167374","4029955593","Normal","392 CAPTAIN KIDD DR","MANY","13","Raw Land 62 Gap",31.277833,-93.573238,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155227859,4036647060,4029955593"
"168173141","4036653698","Normal","1507 PIRATES CV LOT 15","FLORIEN","13","ELIZABETH GAP",31.279723,-93.572045,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,4036634026,4036653698"
"168170823","4029944493","Normal","40 LAFITTE SQUARE","MANY","13","HINESTON",31.278458,-93.575082,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155227859,4036641016,4029944493"
"168169416","4036656628","Normal","139 AMY ST HSE","MANY","3","Raw Land 62 Gap",31.377118,-93.611123,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155238666,2155077257,2155076360,2155077456,2155077260,4036636924,4036656601,4036656628"
"168167631","4029956054","Normal","1335 CARRIBEAN","MANY","13","Raw Land 62 Gap",31.280055,-93.569273,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155238666,2155077257,2155237384,2155076357,4036654182,4036634187,4029956054"
"168168123","4029958377","Normal","120 ST CROIX AVE","FLORIEN","13","Raw Land 62 Gap",31.27406,-93.57806,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,4036646777,4030191586,4036785603,4036655938,4030162060,4029958377"
"168173203","4036656089","Normal","170 JOLLY ROGERS DR","FLORIEN","13","ELIZABETH GAP",31.279127,-93.569913,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155227859,4029955588,4036656089"
"168167601","4029956174","Normal","TOLEDO BEND","LEESVILLE","09","Raw Land 62 Gap",31.202568,-93.57403,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155238666,2155077257,2155077833,2155077736,4029956174"
"168173849","4036654641","Normal","100 GLENN OAKS DR","MANY","09","Raw Land 62 Gap",31.253597,-93.590217,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4029892456,4029958181,4036654641"
"168168511","4029958562","Normal","250 ST CROIX","FLORIEN","13","ELIZABETH GAP",31.273987,-93.576557,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,4036784075,4029958562"
"168169412","4036656632","Normal","271 AMY ST","MANY","3","MANY GAP",31.378693,-93.611278,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077456,2155077260,4036637921,4036656632"
"168173264","4036655701","Normal","90 RUSNICK DR","MANY","13","ZWOLLE GAP",31.346133,-93.603673,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,2155077653,2155080042,2155076345,4036646689,4036655701"
"168168462","4029943414","Normal","157 POINT 3 DR","FLORIEN","09","ELIZABETH GAP",31.260327,-93.587557,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155070492,2155077833,2155237384,4036639069,4029958190,4042418296,4029958184,4029943414"
"168167447","4029956232","Normal","CARIBBEAN DR LOT 374","MANY","13","Old RAW LAND 62 GAP",31.280003,-93.569913,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,4036653698,4029956232"
"168173215","4036654453","Normal","2958 LAKESIDE LOOP 2","MANY","13","ELIZABETH GAP",31.345663,-93.604838,"251284-09.18","05.37",10,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,2155076345,4042534880,4036651675,4036654453"
"168173349","4036655568","Normal","135 BULLARD DR","MANY","13","ZWOLLE GAP",31.30846,-93.613985,"251284-09.18","05.37",6,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077313,4036655935,4036655568"
"168173201","4036655865","Normal","155 JOLLY ROGERS DR","FLORIEN","13","ZWOLLE GAP",31.278633,-93.569565,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,4036655865"
"168173202","4036655561","Normal","229 JOLLY ROGERS DR","FLORIEN","13","Old RAW LAND 62 GAP",31.27883,-93.570475,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,4036655865,4036655561"
"168168091","4029956075","Normal","20 MILES ST","MANY","13","HINESTON",31.344294,-93.600906,"251284-09.18","05.37",7,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,4036647186,4036655531,4030225608,4036646993,4029956075"
"168170359","4029906618","Normal","2102 WASHINGTON ST","COUSHATTA","07","GULF STREET GAP",32.013733,-93.323123,"251284-09.18","05.37",3,02-APR-19,65563,"2001.09.15","2155074522,2155077235,4029726693,4029906618"
"168173315","4036656139","Normal","2470 LAKESIDE LOOP","MANY","13","LayField",31.344232,-93.597662,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,2155837692,2155080034,4029958415,4036656139"
"168170533","4029893353","Normal","GLEN OAKS DR LOT 2","FLORIEN","09","ZWOLLE GAP",31.250935,-93.588052,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,2155077257,4029893353"
"168172431","4036654525","Normal","350 TOLEDO RESORT LOT 57","LEESVILLE","09","Old RAW LAND 62 GAP",31.224368,-93.57362,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155227859,2155077244,4036654395,4036654525"
"168173842","4036652033","Normal","685 GLENN OAKS DR SHOP","FLORIEN","09","ZWOLLE GAP",31.246172,-93.585948,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155077257,4036652033"
"168173219","4036654977","Normal","261 SAMANTHA LOOP","MANY","13","ZWOLLE GAP",31.340403,-93.599982,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076336,4036647037,4036654977"
"168172862","4029948078","Normal","69 POINT 2 DR LOT 47","LEESVILLE","09","EAST LEESVILLE",31.257533,-93.587987,"251284-09.18","05.37",2,08-APR-19,65563,"2001.09.15","2155227859,2155077257,4029948078"
"168173942","4036656028","Normal","3301 JB WALKER LDG LN LOT 8","MANY","13","ELIZABETH GAP",31.342867,-93.608633,"251284-09.18","05.37",4,07-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,4032975644,4036656028"
"168173836","4036655743","Normal","651 GLENN OAKS DR","FLORIEN","9","ELIZABETH GAP",31.24684,-93.585898,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4036651833,4036652033,4032975548,4036754069,4036655743"
"168171080","4029944759","Normal","345 DONNA ST","MANY","14","ZWOLLE GAP",31.373178,-93.63058,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155076360,2155080033,4029944759"
"168173385","4036655090","Normal","115 HOLIDAY DR 1","FLORIEN","13","MANY GAP",31.315278,-93.61416,"251284-09.18","05.37",3,08-APR-19,65563,"2001.09.15","2155227859,2155077257,2155077500,4036655090"
"168173335","4036655989","Normal","306 MILES ST","MANY","13","OAKDALE MW",31.340932,-93.60314,"251284-09.18","05.37",5,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,4029958542,4036655911,4036655989"
"168173348","4036655770","Normal","2029 LAKESIDE LOOP","MANY","13","ELIZABETH GAP",31.34299,-93.59151,"251284-09.18","05.37",4,08-APR-19,65563,"2001.09.15","2155070492,2155077833,4032158183,4029955879,4029948030,2155077257,2155076360,2155077400,4046706763,4036655770"
